model,depth,sentence,avg_surprisal,max_surprisal
GPT-2,3,The actor with red shoes that The artist during the morning that The teacher in the library that The child from the city followed admired liked runs fast happily.,9.228413581848145,18.675235748291016
GPT-2,3,The actor from the village that The engineer in the garden that The engineer in the library that The doctor encouraged admired questioned is resting.,9.41571044921875,24.65812873840332
GPT-2,0,The teacher with red shoes is smiling.,8.066252708435059,14.008142471313477
GPT-2,1,The writer during the morning that The farmer with great enthusiasm helped is shouting.,10.384028434753418,21.160030364990234
GPT-2,4,The student from the village that The student from the village that The student in the library that The student during the morning that The artist by the river helped recognized encouraged helped jumps high.,7.005390167236328,17.688077926635742
GPT-2,2,"The manager that The artist from the city that The scientist during the morning met watched, is sleeping silently.",9.1194429397583,14.208211898803711
GPT-2,0,The farmer from the city jumps high.,9.050366401672363,16.663999557495117
GPT-2,0,The singer by the river is singing.,8.596962928771973,14.898346900939941
GPT-2,2,The farmer in the library that The singer from the village that The scientist near the school admired encouraged is resting quickly.,9.267440795898438,16.585742950439453
GPT-2,0,The boy from the city is reading eagerly.,8.190032005310059,15.56955623626709
GPT-2,2,The lawyer by the river that The singer in the garden that The nurse with great enthusiasm questioned chased jumps high.,10.283068656921387,17.62212371826172
GPT-2,1,"The singer from the village that The girl from the city saw, is walking proudly.",8.33591365814209,14.898346900939941
GPT-2,5,"The actor with red shoes that The farmer in the garden that The singer in the library that The singer from the city that The boy by the river that The manager from the city visited questioned praised questioned called, is working.",7.270289897918701,22.267059326171875
GPT-2,1,The dog with great enthusiasm that The nurse from the village supported is smiling silently.,8.994694709777832,17.391292572021484
GPT-2,0,The writer in the library is smiling.,7.945798397064209,15.10648250579834
GPT-2,4,The engineer with great enthusiasm that The professor during the morning that The nurse with great enthusiasm that The player from the village that The engineer blamed saw followed visited runs fast.,8.699310302734375,19.934694290161133
GPT-2,0,"The player with red shoes, is resting.",7.8452324867248535,12.624723434448242
GPT-2,0,"The dog, is singing carefully.",9.514603614807129,13.73266315460205
GPT-2,5,"The dog from the city that The manager near the school that The boy by the river that The writer with red shoes that The singer near the school that The dog in the garden called met followed praised helped, is sleeping sadly.",7.708920478820801,18.64215850830078
GPT-2,3,"The teacher from the village that The professor by the river that The child near the school that The child with red shoes watched supported blamed, is studying.",8.468923568725586,17.907400131225586
GPT-2,0,The teacher near the school is studying calmly.,8.5224609375,16.68027687072754
GPT-2,3,The farmer by the river that The writer from the village that The nurse with great enthusiasm that The doctor in the garden followed saw followed is resting proudly.,8.458045959472656,15.575507164001465
GPT-2,3,"The engineer from the city that The scientist that The nurse in the garden that The professor from the city followed called ignored, is dancing angrily.",8.501091957092285,17.073040008544922
GPT-2,4,"The professor with great enthusiasm that The artist during the morning that The child that The teacher near the school that The dog in the library watched admired helped visited, is dancing carefully.",8.570098876953125,17.03135871887207
GPT-2,0,The nurse from the city is working angrily.,8.710371017456055,19.45096206665039
GPT-2,2,The student by the river that The child by the river that The student from the city called chased is working calmly.,7.268440246582031,17.170499801635742
GPT-2,0,"The manager, is writing happily.",10.014466285705566,17.07828140258789
GPT-2,5,"The professor that The singer from the city that The singer by the river that The doctor from the village that The dog near the school that The professor by the river blamed called encouraged met met, is reading happily.",7.7333598136901855,19.99202537536621
GPT-2,3,"The singer that The girl with red shoes that The manager in the garden that The engineer from the village met followed blamed, jumps high.",9.312248229980469,20.04839324951172
GPT-2,5,The child that The boy during the morning that The doctor with great enthusiasm that The student in the library that The manager during the morning that The girl chased followed liked liked called is studying slowly.,7.6349287033081055,15.549416542053223
GPT-2,3,The doctor that The writer with great enthusiasm that The child with red shoes that The child during the morning blamed liked chased is reading.,9.484277725219727,19.054126739501953
GPT-2,1,The writer near the school that The doctor near the school helped is dancing quickly.,10.059499740600586,19.607219696044922
GPT-2,3,The singer in the library that The boy with great enthusiasm that The boy from the village that The scientist near the school ignored watched called is working quickly.,8.586637496948242,15.816716194152832
GPT-2,1,"The manager near the school that The dog with red shoes scolded, is studying carefully.",9.07883071899414,14.721000671386719
GPT-2,2,The scientist by the river that The singer from the city that The manager by the river saw visited is walking silently.,8.596264839172363,18.517019271850586
