sentence,depth,length_words,type
The curious farmer that the angry boy met smiled warmly this morning.,1,12,synthetic_center_embedding
The old doctor that the angry lawyer that the tall manager met followed ran away after dinner.,2,17,synthetic_center_embedding
The clever doctor that the old cat that the young student that the old dog blamed admired encouraged smiled warmly this morning.,3,22,synthetic_center_embedding
The happy farmer that the serious mother that the clever artist informed admired walked slowly at the office.,2,18,synthetic_center_embedding
The curious neighbor that the clever cat that the quiet actor that the old neighbor informed admired informed cried suddenly near the station.,3,23,synthetic_center_embedding
The young child that the angry singer reminded ran away yesterday.,1,11,synthetic_center_embedding
The nervous boy that the lawyer that the nervous father greeted blamed read carefully at the office.,2,17,synthetic_center_embedding
The happy lawyer that the nervous farmer that the kind student that the old neighbor that the young manager warned saw recognized thanked walked slowly in the garden.,4,28,synthetic_center_embedding
The quiet dog that the happy manager that the dog encouraged saw sat calmly yesterday.,2,15,synthetic_center_embedding
The old neighbor that the kind singer that the tall doctor reminded informed laughed loudly this morning.,2,17,synthetic_center_embedding
The nervous child that the serious student admired smiled warmly during class.,1,12,synthetic_center_embedding
The happy lawyer that the serious dog that the nervous manager that the nervous actor supported met called smiled warmly in the garden.,3,23,synthetic_center_embedding
The kind girl that the tall singer that the serious boy that the nervous artist supported blamed reminded waited outside near the station.,3,23,synthetic_center_embedding
The cat that the curious doctor visited waited outside.,1,9,synthetic_center_embedding
The curious dog walked slowly during class.,0,7,synthetic_center_embedding
The kind driver that the engineer warned slept peacefully near the station.,1,12,synthetic_center_embedding
The quiet girl spoke softly.,0,5,synthetic_center_embedding
The angry actor slept peacefully after dinner.,0,7,synthetic_center_embedding
The young teacher that the mother that the serious child that the happy cat that the young farmer watched reminded informed called listened closely at the office.,4,27,synthetic_center_embedding
The tall child that the angry engineer met waited outside at night.,1,12,synthetic_center_embedding
The clever lawyer that the angry farmer informed walked slowly near the station.,1,13,synthetic_center_embedding
The serious artist that the quiet dog that the clever engineer that the curious girl informed warned chased ran away at the office.,3,23,synthetic_center_embedding
The happy engineer that the serious father that the angry boy thanked visited smiled warmly in the garden.,2,18,synthetic_center_embedding
The quiet father that the old actor questioned worked quietly after dinner.,1,12,synthetic_center_embedding
The quiet child that the curious boy that the curious engineer saw informed slept peacefully.,2,15,synthetic_center_embedding
The artist that the young dog that the tall dog that the clever lawyer informed chased questioned ran away at the office.,3,22,synthetic_center_embedding
The quiet farmer that the nervous cat supported cried suddenly at the office.,1,13,synthetic_center_embedding
The serious mother that the angry dog that the serious lawyer that the angry neighbor saw recognized questioned walked slowly near the station.,3,23,synthetic_center_embedding
The tall manager that the quiet scientist that the quiet dog that the quiet cat called reminded met stood silently yesterday.,3,21,synthetic_center_embedding
The angry artist stood silently at the office.,0,8,synthetic_center_embedding
The happy teacher that the happy scientist supported stood silently before noon.,1,12,synthetic_center_embedding
The kind artist that the young doctor that the young actor that the happy student praised chased questioned spoke softly at night.,3,22,synthetic_center_embedding
The angry artist that the quiet manager that the angry neighbor greeted chased walked slowly at night.,2,17,synthetic_center_embedding
The nervous manager that the kind scientist that the quiet cat thanked saw arrived early near the station.,2,18,synthetic_center_embedding
The happy dog that the tall student that the angry dog that the singer supported visited followed stood silently yesterday.,3,20,synthetic_center_embedding
The angry father that the happy scientist encouraged rested briefly.,1,10,synthetic_center_embedding
The young dog listened closely yesterday.,0,6,synthetic_center_embedding
The old farmer rested briefly after dinner.,0,7,synthetic_center_embedding
The happy father that the happy dog that the clever artist that the kind engineer that the happy farmer blamed recognized thanked watched slept peacefully after dinner.,4,27,synthetic_center_embedding
